id,label,text,len_text
14818,nao_argumento,"se você ler um livro sobre energia nuclear, esse deve ser o único. ",13
14819,nao_argumento,"em 1952, a comissão paley nos EUA favoreceu o investimento pesado em tecnologia solar como a opção de energia do futuro. ",21
14820,argumento,"Também explodiu na Rússia, o mesmo aconteceu com o Japão. ",10
14821,argumento,[resposta]: Chernobyl foi a pior. ,5
14822,argumento,"a produção de 1.000 toneladas de combustível de urânio gera aproximadamente 100.000 toneladas de rejeitos radioativos e quase um milhão de galões de resíduos líquidos contendo metais pesados ​​e arsênico, além da radioatividade. ",33
14823,nao_argumento,podemos construir usinas nucleares seguras? ,5
14824,argumento,a base é a crença de que os desastres do PNP estão apenas esperando para acontecer. ,16
14825,argumento,Uma das coisas interessantes sobre a energia nuclear moderna nos EUA é que poucos realmente entendem como ela funciona no dia a dia - incluindo a maioria dos especialistas que estão comentando a mídia sobre o assunto. ,37
14826,nao_argumento,"Enquanto isso provavelmente é verdade, pergunto, está certo? ",8
14827,argumento,o setor não paga os custos totais de todas as pesquisas em energia nuclear. ,14
14828,nao_argumento,o escritor é um especialista internacional além do nuclear. ,9
14829,nao_argumento,"onde está a verdadeira “carne”, processada pela direita, que nutriu o setor de energia nuclear? ",15
14830,nao_argumento,"com essa estratégia, é provável que os trabalhadores que estejam adotando ações sofram fortes ataques das empresas e do governo. ",20
14831,nao_argumento,"isso produz calor, que é usado para ferver água e transformar um gerador para produzir eletricidade, assim como em uma usina de geração de eletricidade a carvão ou a óleo. ",30
14832,nao_argumento,muitos comentários são chatos de ler. ,6
14833,argumento,"esse resíduo é na verdade um coquetel de produtos químicos como césio-137, iodo-129, estrôncio-90 e plutônio-239, cada um radioativo e causador de câncer. ",23
14834,argumento,"Quando esses sistemas de segurança são instalados e mantidos adequadamente, eles funcionam adequadamente. ",13
14835,nao_argumento,"[nota 11], embora esses casos envolvam fatos semelhantes, eles apresentaram diferentes questões legais. ",13
14836,nao_argumento,"a linguagem assustadora é, bem, assustadora e muitas vezes persuasiva, mas a questão é se é precisa ou não, ou se aproxima da verdade. ",24
14837,nao_argumento,"se as alegações de danos psicológicos à saúde causados ​​pelo risco fossem percebidas pela nepa, as agências seriam obrigadas, no mínimo, a gastar recursos consideráveis ​​no desenvolvimento de conhecimentos psiquiátricos que, de outra forma, não seriam relevantes para as funções designadas pelo congresso. ",43
14838,argumento,"fazendo isso, ajudamos a desacelerar o aquecimento global. ",8
14839,nao_argumento,"portanto, a tomada de decisão por consenso não é hierárquica e concentra-se estreitamente na manutenção de bons sentimentos pessoais dentro do grupo. ",22
14840,argumento,"além disso, pode ser construído em qualquer lugar, desde que exista água para resfriar os reatores. ",16
14841,argumento,"em particular, há evidências de grupos de câncer ligados à produção de energia nuclear. ",14
14842,argumento,"em suma, se investirmos em energias renováveis ​​nucleares versus verdadeiras renováveis, você pode apostar que as geleiras e as calotas polares continuarão derretendo enquanto esperamos e esperamos que a era nuclear chegue. ",32
14843,argumento,"mineração de urânio, moagem, sanguessuga, construção e desativação de plantas produzem quantidades substanciais de GEE. ",15
14844,argumento,"a produção de eletricidade a partir da divisão de átomos de urânio é um processo inerentemente instável, suscetível de fugir a qualquer momento, fora de controle. ",26
14845,argumento,"além disso, os próprios reatores de potência produzem plutônio, que pode ser usado em bombas. ",15
14846,nao_argumento,Eu tenho alguns contras mencionados. ,5
14847,nao_argumento,os diferentes métodos podem levar em consideração os diferentes aspectos das instituições que promovem a energia nuclear. ,17
14848,nao_argumento,eu sei ... duh. ,4
14849,nao_argumento,"Por favor, verifique seus dados e tente novamente . ",9
14850,argumento,"qualquer risco de outra chernobyl ou milha alta é intolerável ""o caso contra a energia nuclear"". ",16
14851,nao_argumento,é a principal razão pela qual a energia nuclear não é uma solução viável para o aquecimento global ou qualquer outra coisa relacionada às nossas necessidades energéticas. ,27
14852,argumento,"sem um aumento na taxa de construção de novas usinas que supera a dos programas globais de construção das décadas de 1970 e 1980, a energia nuclear não pode dar uma contribuição significativa para a mitigação dos riscos das mudanças climáticas. ",41
14853,nao_argumento,"por exemplo, ações diretas contra violações negativas podem, a longo prazo, minar sua lucratividade e causar seu fechamento. ",18
14854,argumento,"se os reatores de fukushima fossem inundados automaticamente assim que o terremoto fosse detectado, não manualmente e apenas algumas horas após o tsunami, não haveria nenhum acidente. ",27
14855,argumento,"no mesmo ano, o departamento de saúde pública de illinois não encontrou nenhuma anormalidade estatística de câncer na infância em condados com usinas nucleares. ",24
14856,argumento,"dado que os recursos hidrelétricos são construídos praticamente à capacidade, a energia nuclear é, por eliminação, o único substituto viável para o carvão. ",23
14857,argumento,'energia nuclear é o futuro'. ,5
14858,argumento,"o relatório continua dizendo: “os riscos enfrentados pelos desenvolvedores [de novas usinas nucleares]… são tão grandes e variáveis ​​que, individualmente, cada um deles pode trazer até a maior empresa de utilidade pública de joelhos. "" ",35
14859,argumento,"atualmente, o vento e a energia solar são totalmente dependentes do gás natural e perpetuam as fontes de energia de combustíveis fósseis que eles pretendem substituir. ",26
14860,argumento,nuvens radioativas depositavam radiação a milhares de quilômetros de distância. ,10
14861,nao_argumento,"as pessoas com mais experiência no grupo podem formar parcerias com aqueles que têm menos experiência e, juntas, se envolvem em cartas, produção de folhetos, palestras e assim por diante. ",30
14862,nao_argumento,"perversamente, no entanto, os EUA. A agência de proteção ambiental e a maioria dos estados se recusaram a considerar recompensar os mesmos benefícios das usinas nucleares existentes. ",27
14863,nao_argumento,Eu estava pensando que colaboradores como você podem apresentar algumas idéias. ,11
14864,argumento,"para atender à demanda de curto prazo, o uso de carvão e outros combustíveis fósseis aumentará. ",16
14865,nao_argumento,"No que diz respeito à ""credibilidade"", oferecer uma porcentagem específica, como 33,333%, dificilmente é uma afirmação que implora aceitação quando oferecida sem fornecimento. ",23
14867,argumento,"outono de 2006 - 'aproximadamente 700 milhões de toneladas métricas de emissões de CO2 são evitadas a cada ano nos estados unidos, gerando eletricidade a partir da energia nuclear, e não de alguma outra fonte. ",35
14868,nao_argumento,os termos 'efeitos ambientais' e 'impacto ambiental' em 102 (c) devem ser lidos para incluir um requisito de uma relação causal razoavelmente próxima entre uma mudança no ambiente físico e o efeito em questão. ,34
14869,argumento,"a lucratividade da venda de hidrocarbonetos será reduzida muito antes que eles percam um volume significativo de vendas medido pela quantidade de material, e não pelo valor em dólar. ",29
14870,nao_argumento,"a antiga infra-estrutura lwr ajudaria o novato msr até que todos os bugs e detalhes fossem resolvidos, então desmantelaria o reator antigo e reciclaria os resíduos antigos no local, sem transporte. ",31
14871,argumento,protestos em massa na Alemanha contra a energia nuclear já forçaram o governo de centro-direita da primeira-ministra angela merkel a anunciar uma moratória de três meses sobre os planos de prolongar a vida das dezessete usinas nucleares da Alemanha. ,39
14872,argumento,"em 1991, o Iraque lançou mísseis scud na usina nuclear dimona de israel. ",13
14873,nao_argumento,"e, como o incidente da liberdade provou, Israel não está além de empregar operações de bandeira falsa para nos arrastar para o conflito. ",23
14874,nao_argumento,a mobilização popular não impede a mineração de urânio. ,9
14875,argumento,"não surpreendentemente, esse é o mesmo equilíbrio que mina a existência de armas nucleares. ",14
14876,nao_argumento,"Quais são os pontos vulneráveis, então? ",6
14877,argumento,"parte da vida útil será menor do que outros tipos de reatores, mas, por exemplo, substituir o recipiente a cada sete anos não é muito caro e resolve o problema. ",30
14878,argumento,"para as centenas de milhares de japoneses que se mudaram para abrigos temporários ou porque suas casas foram levadas pelo tsunami ou por causa da evacuação de emergência causada pela crise nuclear, há poucas perspectivas de retorno. ",37
14879,nao_argumento,"5 de fevereiro de 2006: 'ao mesmo tempo, precisamos impulsionar a energia eólica, solar e outras tecnologias renováveis. ",18
14880,argumento,"como ele diz, as modernas usinas nucleares aprovadas para a Geórgia são passivamente seguras, não necessitando de intervenção do operador para desligar em caso de emergência. ",26
14881,nao_argumento,"a fé não tem lugar na ciência e, em vez disso, é apoiada pelas religiões, pelos políticos e pelos gurus com efeitos que geralmente são prejudiciais para muitas, senão para a maioria das pessoas. ",34
14882,argumento,eles podem potencialmente ter libertações radiológicas catastróficas em caso de acidente grave ou ataque terrorista das pilhas de resíduos radioativos armazenados em cada local. ,24
14883,nao_argumento,preferimos um leve toque e apenas excluímos ou refutamos comentários que vão muito além do tópico. ,16
14884,nao_argumento,e o sr. Doron está errado sobre energia renovável! ,9
14885,nao_argumento,"Estou menos preocupado com as tensões nos processos, como a divisão celular mitótica, mas com a simplicidade, como nas tensões no DNA intacto, onde podem ou não haver pares de bases incompatíveis. ",32
14886,argumento,reatores modernos estão sendo construídos no exterior em muitos países. ,10
14887,nao_argumento,"as casas estavam começando a usar mais, então os cientistas procuravam novos lugares para obtê-lo. ",15
14888,argumento,o país agora parece a caminho de preencher a lacuna com energia renovável. ,13
14889,nao_argumento,"No geral, eu sei que devemos proibir a energia nuclear e começar a usá-la. ",14
14890,argumento,"“A necessidade de reduzir imediata e drasticamente as emissões de carbono exige abordagens que podem ser implementadas mais rapidamente do que a construção de reatores nucleares. "" ",27
14891,argumento,cada acidente era único e cada um deveria ser impossível. ,10
14892,argumento,a impressionante destrutividade vista em hiroshima é um dos produtos da fissão nuclear. ,13
14893,nao_argumento,sua redação era explícita. ,4
14894,argumento,eles não foram desligados porque não têm problemas de segurança até o momento. ,13
14895,nao_argumento,"esse número é próximo ao publicado em um documento impresso pela academia de ciências de nova york, mas rastrear a base do número e os detalhes do projeto e as manobras políticas que produziram o número foram um esforço de vários anos por vários pessoas profundamente experientes. ",47
14896,argumento,mesmo os resíduos radioativos de baixo nível requerem séculos para atingir níveis aceitáveis. ,13
14897,argumento,a energia nuclear deve ser separada da Austrália porque é perigosa. ,11
14898,nao_argumento,é uma realidade infeliz do nosso sistema político que o bom senso e a boa política energética recebam pouca atenção a favor dos shekels necessários para permanecer no cargo. ,29
14899,nao_argumento,"ele menciona outras fontes semelhantes, mas um breve exame de caldicott servirá como um aviso para tomar cuidado com os gurus. ",21
14900,nao_argumento,copyright 2008; todos os direitos reservados . ,7
14901,nao_argumento,"por exemplo, imhofe é um defensor vocal do ne, mas tem sido generosamente apoiado com dinheiro de grandes pacs de petróleo. ",21
14902,nao_argumento,muitas das vantagens advêm de evitar a água. ,8
14903,nao_argumento,um dos objetivos do bloqueio de roxby downs era mobilizar pressão para influenciar o alp. ,15
14904,nao_argumento,não é bem assim. ,4
14905,nao_argumento,"Isso poderia levar o governo de bibi, com sua maioria de voto único, a desmoronar. 
0	não havia opinião da maioria. 
0	isso apoiaria seus objetivos ambientais. 
1	por outro lado, é improvável que ocorram guerras sobre energia solar, eólica e de ondas geradas localmente. 
1	a declaração final do relatório é altamente significativa para os ambientalistas que foram convencidos pelo argumento pró-nuclear de que pelo menos não é carvão. "" ",71
14906,nao_argumento,"(c) independentemente da gravidade do dano alegado pelo painel, se um dano não tiver uma conexão suficientemente próxima com o ambiente físico, o nepa não se aplicará. ",27
14907,nao_argumento,ele está agora no topo da lista por essas contribuições. ,10
14908,argumento,"de acordo com ubs ag, os acidentes nucleares de fukushima i puseram em dúvida se mesmo uma economia avançada como o japão pode dominar a segurança nuclear. ",27
14909,nao_argumento,"ele cobre todas as coisas sobre origens humanas e astronomia, além de tópicos de física, animais e ciências gerais. ",19
14910,argumento,"eles dizem que ninguém sabe o que vai acontecer com a energia nuclear, mas se estiver em um bom lugar e ninguém fizer algo perigoso com a energia nuclear, isso será bom; as pessoas também dizem que a venderemos a outros países por dinheiro, acho que é uma boa ideia, porque nosso país teria mais dinheiro. ",56
14911,nao_argumento,isso pode ser menos provável de causar reações emocionais negativas. ,10
14912,argumento,"hidehiko nishiyama, vice-diretor geral da agência de segurança nuclear e industrial, regulador nuclear do japão, admitiu em 29 de março que ""teremos que continuar esfriando por um longo período. ",29
14913,nao_argumento,"essa usina geraria uma média de 205 megawatts ao longo de um ano, com um fator de capacidade de cerca de 25%, que é o nível que o departamento de energia prevê para os pastores. ",35
14914,nao_argumento,você gosta de anexar etiquetas quando não fornece substância. ,9
14915,nao_argumento,a avaliação que fazemos resulta de uma análise histórica e estrutural da energia nuclear. ,14
14916,argumento,"o ffi também sabe que ne pode facilmente substituir toda a energia produzida por carvão, petróleo e gás. ",18
14917,nao_argumento,muitos ativistas anti-urânio depositaram suas esperanças em uma vitória trabalhista. ,10
14918,nao_argumento,"não há apenas o risco de ser 'cooptado' se os ativistas participarem, mas também a perspectiva de que quaisquer desafios estruturais possam ser desviados por concessões superficiais. ",27
14919,nao_argumento,A nepa aborda os efeitos ambientais das ações federais. ,9
14920,argumento,"também existem gargalos nas fábricas que produzem vasos de pressão do reator e outros equipamentos, e há escassez de pessoal qualificado para construir e operar os reatores, embora a recente aceleração na construção de usinas nucleares esteja atraindo uma expansão substancial da capacidade de engenharia pesada. ",46
14921,argumento,"investindo tanto dinheiro na construção de usinas de energia, os esforços para construir suprimentos de energia sustentáveis ​​são dissuadidos. ",19
14922,argumento,"A percepção, criada pelo acidente, de que as comunidades próximas a três milhas da ilha são locais indesejáveis ​​para empresas e indústrias, ou para o estabelecimento de leis ou práticas médicas, ou casas, agrava os danos à viabilidade das comunidades. ",40
14923,nao_argumento,qual é a fonte da sua afirmação? ,7
14924,nao_argumento,"o tribunal de apelações rejeitou esta alegação, afirmando que a `` principal ação federal '' no caso do tmi-1 é. . . o exercício continuado da comissão de responsabilidade de supervisão sobre sua operação e manutenção. "" ",37
14925,nao_argumento,"tendo escolhido uma estratégia, ela é implementada por meio de ações apropriadas. ",12
14926,argumento,"o resultado não é apenas energia, mas também radiação, que é a principal preocupação de segurança de todos os processos atuais de energia nuclear. ",24
14927,argumento,mas o risco de um acidente não afeta o ambiente físico. ,11
14928,argumento,'energia solar fotovoltaica e concentrada em conjunto pode se tornar a principal fonte de eletricidade'. ,15
14929,argumento,"eles também sustentam que os próprios reatores são máquinas enormemente complexas, onde muitas coisas podem dar errado e houve muitos acidentes nucleares sérios. ",23
14930,nao_argumento,"os de dentro, por exemplo, os burocratas estatais, que adotam uma postura crítica, merecem apoio, mesmo que não cheguem tão longe quanto os estrangeiros gostariam. ",25
14931,nao_argumento,"como os produtos de fissão separados têm um volume relativamente pequeno, eles podem ser deixados na forma de sal e deixados solidificar e deteriorar-se no armazenamento a curto prazo. "" ",30
14932,argumento,"o departamento de energia (doe) está expandindo seu desenvolvimento de reatores nucleares que produzem grandes quantidades de calor residual, que poderiam ser usadas em várias outras indústrias. ",27
14933,nao_argumento,"isso está muito longe da cifra inventada de um milhão, que serve como um número qualitativamente grande de causar medo e é agarrada por caldicott e seus colegas afins, como arnie gundersen. ",32
14934,argumento,não há necessidade de energia nuclear. ,6
14935,nao_argumento,"o que existe é uma mistura ad hoc de subsídios, impostos e regulamentos que diferem nas regiões do país, que, juntamente com o mercado livre, acabam determinando quais fontes de energia são usadas para a produção de eletricidade. ",38
14936,argumento,"nove estudos recentes concluíram que a variabilidade e a intermitência dos recursos eólicos e solares se tornam mais fáceis de gerenciar quanto mais eles são implantados e interconectados, e não o contrário, como sugerem algumas empresas de serviços públicos. ",39
14937,nao_argumento,"James b. hamlin, george f. trowbridge, john b. rhinelander, deborah b. bauser e james b. liberman apresentou petições aos peticionários no. 81-2399. ",22
14938,nao_argumento,"como decidimos que o CNR não precisa considerar as alegações de dano psicológico à saúde, segue-se que as alegações de dano à comunidade não precisam ser consideradas. ",27
14939,nao_argumento,"“O presidente deve declarar dermer persona non grata e enviá-lo para fazer as malas, depois diga ao governo israelense que discutiremos um novo pacote de armas quando você tiver um primeiro ministro que entenda que nenhuma nação interfere nos assuntos internos dos estados unidos. ",44
14940,nao_argumento,"quanto menor a unidade usada, maior o número que a acompanha. ",11
14941,argumento,"a energia nuclear é um ponto vulnerável em larga escala nas estruturas do estado, capitalismo e assim por diante. ",19
14942,nao_argumento,"em vez disso, grupos individuais - e, de fato, o movimento nacional - frequentemente apenas olham para o próximo comício, a próxima campanha de assinatura ou a próxima conferência de alp. ",31
14943,nao_argumento,"essas estimativas errôneas (errôneas por causa de sua base fictícia) por organizações internacionais responsáveis ​​variam apenas na casa dos milhares, mas nunca na casa das dezenas ou centenas de milhares, e muito menos de um milhão. ",36
14944,argumento,"nos anos anteriores, três em cada quatro republicanos eram a favor da energia nuclear, chegando a 76% em 2009. ",19
14945,nao_argumento,Este artigo examina várias estratégias para se opor à mineração de urânio e à energia nuclear. ,16
14946,nao_argumento,seria nosso dever treinar pessoal aqui em vez de confiar em parceiros estrangeiros para fornecer o pessoal necessário para implementar essa tecnologia. ,22
14947,argumento,os recursos disponíveis podem ser tão escassos que as agências são incapazes de buscar adequadamente a proteção do ambiente físico e dos recursos naturais. ,24
14948,argumento,"e depois que o combustível é gasto, você não pode simplesmente jogá-lo no lixo da cidade. ",16
14949,argumento,"a água de descarga superaquecida resultou em mortes significativas de peixes no passado, prejudicando os meios de subsistência e aumentando a preocupação do público. ",24
14950,argumento,as crianças também seriam desabrigadas e o que faríamos se ficássemos sem energia nuclear? ,14
14951,nao_argumento,"jürg buri, chefe do think tank ambientalista da fundação suíça de energia, disse que o voto ""não"" aumentaria os riscos nucleares na suíça. ",23
14952,nao_argumento,"Atualmente, a energia solar e eólica fornecem cerca de cinco por cento dos EUA. eletricidade . ",16
14953,nao_argumento,parece bem simples né? ,4
14954,argumento,até o transporte de combustível nuclear de e para as usinas representa um risco de contaminação. ,16
14955,argumento,"por outro lado, se o reprocessamento realmente funcionar bem, isso pode ser uma grande preocupação de proliferação - não apenas recebendo pa233, mas também pu239 de um reator rodando em leu normal. ",32
14956,nao_argumento,os resultados foram publicados na ciência. ,6
14957,nao_argumento,"[nota 13], por exemplo, os regulamentos hospitalares contemplados no hipotético supra, em 773-774, podem causar muitas mortes. ",17
14958,nao_argumento,"da mesma forma, nenhuma das partes pediu uma revisão do processo de energia atômica do tribunal de apelações. ",18
14959,nao_argumento,"para ingressar em um programa de física nuclear, as qualificações do ensino médio devem demonstrar forte aptidão, não apenas na física, mas também na matemática. ",25
14960,nao_argumento,"A única razão pela qual não pode ser implementada é porque há pessoas contra. "" ",15
14961,nao_argumento,essa é a razão pela qual eles promovem a energia eólica e solar. ,13
14962,argumento,[fonte de terceiros necessária] nenhuma companhia de seguros privada ou mesmo consórcio de companhias de seguros 'arcaria com os passivos temíveis decorrentes de acidentes nucleares graves'. ,26
14963,nao_argumento,"neste primeiro debate ted, stewart brand e mark z. jacobson defende os prós e contras. ",15
14964,argumento,não há argumentos reais de energia antinuclear na peça de hunziker. ,11
14965,nao_argumento,como a mobilização popular oferece um desafio às estruturas subjacentes à energia nuclear? ,13
14966,nao_argumento,"além disso, eles dedicam um tempo para projetar produtos que pareçam bons, com boa aparência e atraiam comentários admiradores de outras pessoas. ",22
14967,argumento,"na prática, não há como separar as tecnologias nucleares empregadas para fins ""pacíficos"" das tecnologias que podem ser empregadas em armas - as primeiras podem ser e foram transformadas nas últimas. "" ",32
14968,nao_argumento,energia nuclear parece ser uma palavra-código para tudo o que eles não gostam. ,13
14969,nao_argumento,"então você pode começar a ler livros do Kindle no smartphone, tablet ou computador - não é necessário um dispositivo do Kindle. ",22
14970,argumento,reatores e bombas: reatores e as instalações da cadeia de combustível nuclear a que estão conectados para preparar o terreno para a produção de armas atômicas. ,26
14971,nao_argumento,as ações usadas pelo movimento anti-urânio se enquadram em duas categorias principais. ,12
14972,nao_argumento,"Para ser eficaz no desafio e na substituição das estruturas subjacentes à energia nuclear, é necessária uma ampla base de apoio. ",21
14973,argumento,"de fato, produz resíduos radioativos de baixo e alto nível que permanecem perigosos por várias centenas de milhares de anos. ",20
14974,argumento,a energia nuclear mina soluções renováveis ​​para as mudanças climáticas 'o caso contra a energia nuclear'. ,16
14975,argumento,"o lixo nuclear é mínimo, sólido e gerenciável james lovelock, professor visitante honorário, green college, oxford university. ",17
14976,argumento,as centrais elétricas modernas geram mais energia e são mais seguras que suas contrapartes mais antigas. ,16
14977,nao_argumento,"toda tentativa de aumentar as ambições nacionais ajudaria o mundo a atingir a meta de 2 c, disse fawcett da epa. ",21
14978,argumento,"atualmente, nossa energia nuclear é produzida por ""fissão"", que é um processo de divisão de um átomo (18); a liberação de energia é milhões de vezes mais eficiente que a queima de carvão ou gás. ",35
14979,argumento,"em 2001, a academia de ciência e engenharia de connecticut confirmou que as emissões de radiação eram insignificantemente baixas na usina nuclear de connecticut yankee. ",25
14980,argumento,"enquanto o tempo médio de construção é de sete anos, oito dos reatores estão em construção há mais de 20 anos. ",21
14981,nao_argumento,existem duas aplicações principais dessa reação em cadeia: armas nucleares e energia nuclear. ,13
14982,nao_argumento,pressionando pela liberdade de informação e outras restrições à autonomia burocrática. ,11
14983,argumento,agora está pedindo US $ 100 bilhões. ,7
14984,argumento,"o combustível em si é relativamente barato, pelo menos por enquanto. ",11
14985,argumento,"tais demandas por recursos hídricos são impraticáveis, prejudicam a agricultura e aumentam os preços das concessionárias de água. ",18
14986,nao_argumento,a campanha direciona uma série de eventos. ,7
14987,argumento,"se um avião grande fosse levado de avião para uma usina nuclear, o desastre seria incomensuravelmente pior do que chernobyl. ",20
14988,nao_argumento,"a maioria deles não é especialista em ciências, mas também se educou em um ou outro campo da ciência o suficiente para explicá-lo a outros leigos. ",26
14989,argumento,"a construção de usinas nucleares ocorre ao longo do tempo e superestima o orçamento ""o caso contra a energia nuclear"". ",20
14990,argumento,A operação renovada do [tmi-1] causaria graves perturbações psicológicas aos membros do painel e outras pessoas que vivem nas proximidades do reator. ,22
14991,nao_argumento,o congresso do conselho sindical australiano (actu) adotou uma política anti-urânio em meados de 1977. ,15
14992,nao_argumento,nossa compreensão das preocupações do congresso que levaram à promulgação da nepa sugere que os termos 'efeito ambiental' e 'impacto ambiental' em 102 sejam lidos para incluir um requisito de uma relação causal razoavelmente próxima entre uma mudança no ambiente físico e o efeito em causa . ,47
14993,argumento,"Wall Street não financia um, a menos que os contribuintes assinem, e a indústria nuclear tentou e falhou em obter mais de US $ 100 bilhões em garantias de empréstimos federais. ",31
14994,argumento,"No momento, não existe um plano para a unidade de trabalho, portanto, estimativas de custo sérias são impossíveis, e nós simplesmente não sabemos quanto acaba no desperdício. ",27
14995,nao_argumento,seria extraordinariamente difícil para as agências diferenciar entre alegações 'genuínas' de danos psicológicos à saúde e alegações baseadas apenas em desacordo com uma política adotada democraticamente. ,26
14996,argumento,"as estruturas sociais que favorecem e, por sua vez, são favorecidas pela energia nuclear incluem o capitalismo, o patriarcado, a divisão intelectual do trabalho e o estado. ",27
14997,argumento,aliviar o potencial de uma catástrofe ambiental criando outra não é a resposta. ,13
14998,nao_argumento,gastarei meu dinheiro com tecnologia msr em vez de armazenamento prático e em larga escala de energia. ,17
14999,nao_argumento,O urânio 238 é 1% da crosta terrestre. ,8
15000,argumento,"finalmente, podemos armazená-lo com segurança. ",5
15001,argumento,uma usina nuclear precisa ser desmontada e removida. ,8
15002,nao_argumento,as pessoas entrevistadas contra a energia nuclear (painel) intervieram e responderam a este convite. ,14
15003,nao_argumento,você os desafia por ocasião. ,5
15004,argumento,13 de março de 2009: 'não existe lixo nuclear. ,9
15005,nao_argumento,"tensões radiológicas de baixo nível * têm que * ajudar a limpar o DNA danificado, independentemente da causa, simplesmente porque o DNA danificado é mais suscetível à remoção de tensões radiológicas fracas do que os trechos intocados de DNA que não possuem pares de bases incompatíveis. ",46
15006,argumento,"as emissões de carbono estão entre as principais causas das mudanças climáticas globais, de acordo com a agência de proteção ambiental e um amplo consenso dos cientistas climáticos. ",28
15007,nao_argumento,"portanto, todo o design do produto será doravante configurado para pessoas estúpidas. "" ",13
15008,argumento,8 de janeiro de 2008: 'os acidentes de três milhas na ilha e em Chernobyl nunca devem ser menosprezados. ,19
15009,nao_argumento,enviamos um email de confirmação para {* emailaddressdata *}. ,9
15010,nao_argumento,"existem alternativas à burocracia, como grupos de trabalho autônomos e coordenação por comitês de representantes escolhidos por grupos de trabalho ou por lote. ",23
15011,nao_argumento,"sendo generoso, honrado e tepco não inspiraram muita confiança durante os eventos tmi e fukushima. ",15
15012,nao_argumento,posso pedir às pessoas que tomem um momento e tentem imaginar como seria uma sociedade com escassez de energia pós-!!!! ,20
15013,nao_argumento,"as primeiras usinas nucleares do Reino Unido, no calder hall e chapelcross, encomendadas na década de 1950, eram explicitamente para a produção de plutônio para o programa de armas nucleares da Grã-Bretanha; a produção de eletricidade era uma consideração secundária. ",40
15014,nao_argumento,"primeiro, o tribunal de apelações considerou o dano alegado pelo painel muito mais grave do que o dano alegado em outros casos. ",22
15015,argumento,"'o mundo será um planeta cada vez mais energético ... e [os mercados emergentes] exigirão a mesma energia de base que os países industrializados estão acostumados. "" ",27
15016,nao_argumento,40416 (1969) (observações de sen. Jackson) (grifos do autor). ,9
15017,argumento,"No mês passado, foi publicado um estudo que descobriu que as taxas de câncer de tireóide entre as crianças da prefeitura de fukushima eram 20 a 50% mais altas do que as crianças fora da prefeitura. ",36
15018,argumento,"john price, ex-membro da unidade de política de segurança da corporação nuclear nacional do reino unido, disse que ""pode ​​levar 100 anos até que as barras de combustível derretidas possam ser removidas com segurança da usina nuclear de fukushima do japão"". ",41
15019,nao_argumento,"é necessário também democratizar estruturas burocráticas: burocracias estatais, burocracias corporativas e burocracias de partidos políticos e sindicatos. ",17
15020,nao_argumento,"quem teme ou não gosta de um projeto pode sofrer de 'ansiedade, tensão [,] medo e [sentimento] de desamparo. "" ",20
15021,nao_argumento,"Eu venho da Dinamarca, onde sempre foi realmente fácil produzir alimentos e nunca nos deixou muito pacíficos. ",17
15022,argumento,"outros diriam que é uma abominação usar a energia nuclear, poderia matar milhares de fato, poderia destruir toda a cidade de Sydney, portanto é uma idéia ridícula. ",27
15023,nao_argumento,"essa atividade trabalhou em estreita colaboração com a disseminação de informações através da mídia, grupos locais, imprensa alternativa e escolas. ",20
15024,argumento,"a lei de preço-anderson, introduzida em 1957, era ""uma admissão implícita de que a energia nuclear oferecia riscos que os produtores não estavam dispostos a assumir sem o apoio federal"". ",30
15025,argumento,"a energia nuclear deve ser banida da austraila se ocorrer um colapso, matará dezenas de milhares de pessoas. ",18
15026,argumento,é eficiente em termos de produção versus matéria-prima. ,8
15027,nao_argumento,duas características distintivas desse protesto foram o uso de ação não violenta e a maneira como os participantes se formaram em grupos de afinidade. ,24
15028,nao_argumento,"um dos obstáculos enfrentados pelos ambientalistas é a burocracia, que é uma forma de organização construída em torno da hierarquia e da divisão do trabalho. ",25
15029,argumento,"Os resíduos radioativos de ""baixo nível"", um termo impróprio, são despejados em aterros sanitários ou incinerados, contaminando nossa água e ar. ",21
15030,argumento,"isso torna desnecessária a energia nuclear, como uma alternativa limpa ao carvão. ",12
15031,nao_argumento,"Na reunião, uma resolução dos acionistas sobre o assunto focada na suposta recusa da chevron em explicar como os gastos políticos da empresa beneficiaram os acionistas, principalmente devido às críticas exorbitantes que a contribuição recebeu e pediu a cessação da prática.  ",41
15032,nao_argumento,foi promulgada para exigir que as agências avaliassem os efeitos futuros de ações futuras. ,14
15033,argumento,"Em primeiro lugar, se a Austrália não usa energia nuclear, a Austrália liberaria gases de efeito estufa. ",17
15034,nao_argumento,"se estamos entre os especialistas que merecem ser ouvidos, deixamos isso para nossos leitores decidirem, mas não há contradição entre ser amadores e especialistas ao mesmo tempo. ",27
15035,argumento,"Além disso, a energia liberada pela divisão de átomos também pode ser usada para fabricar bombas nucleares, e a energia nuclear produz resíduos radioativos que precisam ser armazenados em algum lugar, não é o que muitas pessoas querem que seja armazenado perto deles. ",43
15036,nao_argumento,muitos dos cientistas envolvidos no projeto acreditavam genuinamente que a naz alemanha estava a ponto de desenvolver armas semelhantes e teve que ser derrotada. ,24
15037,nao_argumento,mas as fontes de energia não recebem crédito consistentemente por ajudar a atingir essas metas e não são penalizadas de forma consistente se não conseguirem. ,25
